Item Number ,Description 1 ,Type ,Trans ,ID ,Tran Date ,Time ,Date ,Op ,OP Desc ,Work Ctr ,WC Name ,Department ,Dept Name ,Milestone ,Shift ,Employee ,Site ,Line ,Qty Completed ,Std Run ,Act Run ,User ID 
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,467,752","4,543,601",6/5/2023,15:57:09,6/5/2023,"13,499","ASB BUSHINGS,PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,2,,984,TIL,603,0.005,3.015,rpauser
1663014,780B KNUCKLE BRKT ASB LH,BACKFLSH,"2,467,758","4,543,039",6/5/2023,15:59:37,6/5/2023,500,ASB BUSHING & PACK,"3,657",P3 TAPER INSERT ASB,"7,217",Toyota Knuckle Mach Asy,yes,2,8921,984,TIL,278,0.00415,1.154,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,467,753","4,543,037",6/5/2023,15:57:58,6/5/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,2,8921,984,TIL,842,0.005,4.21,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,467,754","4,543,037",6/5/2023,15:57:58,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,2,,984,TIL,842,0,0,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,467,755","4,543,037",6/5/2023,15:57:58,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,2,,984,TIL,842,0.005,4.21,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,467,756","4,543,037",6/5/2023,15:57:58,6/5/2023,"13,499","ASB BUSHINGS,PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,2,,984,TIL,842,0.005,4.21,rpauser
1663013,780B KNUCKLE BRKT ASB RH,BACKFLSH,"2,467,757","4,543,038",6/5/2023,15:58:48,6/5/2023,500,ASB BUSHING & PACK,"3,657",P3 TAPER INSERT ASB,"7,217",Toyota Knuckle Mach Asy,yes,2,8921,984,TIL,271,0.00415,1.125,rpauser
1273099-01,P708 KNUCKLE UBJ ASB,BACKFLSH,"2,467,759","4,544,076",6/5/2023,16:00:27,6/5/2023,535,ASB PROT & PACK,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,yes,2,8921,984,TIL,86,0.00255,0.219,rpauser
1273099-01,P708 KNUCKLE UBJ ASB,BACKFLSH,"2,467,760","4,544,076",6/5/2023,16:00:27,6/5/2023,520,ASB BALLJOINT,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,no,2,,984,TIL,86,0.00255,0.219,rpauser
22397,P708 TBR BJ STUD MACH'D,BACKFLSH,"2,467,761","4,544,151",6/5/2023,16:01:17,6/5/2023,400,MACHINE COMPLETE,"1,637",P3 STUD DOOSAN MACH,"7,329",KA/DR/T1/CD4 Stud Mach,no,2,8921,984,til,961,0.00537,5.161,rpauser
1272099,P708 KNUCKLE UBJ MACH'D,BACKFLSH,"2,467,814","4,544,074",6/5/2023,23:20:59,6/5/2023,400,"MACH ID, OD SEAL GROOVE","1,639",P3 OKUMA 2SP 150H BJ MCH,"7,218",P708 Shell Machining,yes,2,8921,984,til,"1,262.00",0.0046,5.805,rpauser
1272105,P708 KNUCKLE BJ MACH'D,BACKFLSH,"2,467,815","4,543,016",6/5/2023,23:21:50,6/5/2023,400,"MACH ID, OD SEAL GROOVE","1,639",P3 OKUMA 2SP 150H BJ MCH,"7,218",P708 Shell Machining,yes,2,8921,984,TIL,845,0.0046,3.887,rpauser
1272099,P708 KNUCKLE UBJ MACH'D,BACKFLSH,"2,467,816","4,544,074",6/5/2023,23:22:39,6/5/2023,400,"MACH ID, OD SEAL GROOVE","1,639",P3 OKUMA 2SP 150H BJ MCH,"7,218",P708 Shell Machining,yes,3,8921,984,til,"1,941.00",0.0046,8.929,rpauser
1272105,P708 KNUCKLE BJ MACH'D,BACKFLSH,"2,467,817","4,543,016",6/5/2023,23:23:29,6/5/2023,400,"MACH ID, OD SEAL GROOVE","1,639",P3 OKUMA 2SP 150H BJ MCH,"7,218",P708 Shell Machining,yes,3,8921,984,TIL,957,0.0046,4.402,rpauser
22385,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,467,818","4,543,018",6/5/2023,23:24:18,6/5/2023,410,"IND HRDN,TMPR","1,631",P3 BALL STUD IH & TEMPER,"7,429",BMW Stud Mach/Ind Hrdn,yes,3,8921,984,TIL,"1,758.00",0.00455,7.999,rpauser
22385,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,467,819","4,543,018",6/5/2023,23:24:18,6/5/2023,404,TURN & BURN,"1,629",P3 BALL STUD TURN/BURN,"7,429",BMW Stud Mach/Ind Hrdn,no,3,,984,TIL,"1,758.00",0,0,rpauser
22385,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,467,820","4,543,018",6/5/2023,23:24:18,6/5/2023,405,THREAD,"1,630",P3 BALL STUD THREAD,"7,429",BMW Stud Mach/Ind Hrdn,no,3,,984,TIL,"1,758.00",0,0,rpauser
1653273,G05 FLTA BJ ASB LH,BACKFLSH,"2,467,821","4,543,019",6/5/2023,23:25:08,6/5/2023,510,"ASB BJ, PROT","3,556","P3ASB DIAL-DS,BMW F15(D3","7,208",BMW Assembly,yes,3,8921,984,TIL,615,0.0039,2.399,rpauser
1653274,G05 FLTA BJ ASB RH,BACKFLSH,"2,467,822","4,543,365",6/5/2023,23:25:58,6/5/2023,510,"ASB BJ, PROT","3,556","P3ASB DIAL-DS,BMW F15(D3","7,208",BMW Assembly,yes,3,8921,984,TIL,606,0.0039,2.363,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,824","4,543,022",6/5/2023,23:27:37,6/5/2023,404,TURN & BURN,"1,632",P3 ETA TB076 TURN/BURN,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,TIL,"1,124.00",0,0,rpauser
1683199,G05 FLCA BJ ASB LH,BACKFLSH,"2,467,823","4,543,020",6/5/2023,23:26:47,6/5/2023,510,"ASB BJ,PROT","3,652",P3 BJ/SEAL ASB,"7,208",BMW Assembly,yes,3,8921,984,TIL,710,0.00441,3.131,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,825","4,543,022",6/5/2023,23:27:37,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,3,,984,TIL,"1,124.00",0.00546,6.137,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,826","4,543,367",6/5/2023,23:28:26,6/5/2023,404,TURN & BURN,"1,632",P3 ETA TB076 TURN/BURN,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,TIL,540,0,0,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,827","4,543,367",6/5/2023,23:28:26,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,3,,984,TIL,540,0.00656,3.542,rpauser
23399,"P708 STUD MACH'D, IH",BACKFLSH,"2,467,828","4,543,366",6/5/2023,23:29:15,6/5/2023,410,"IND HRDN,TMPR","1,635",P3 BALL STUD IH&EDDY C,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,TIL,"1,517.00",0.00314,4.763,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,829","4,543,367",6/5/2023,23:30:05,6/5/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,TIL,721,0,0,rpauser
23399,"P708 STUD MACH'D, IH",BACKFLSH,"2,467,830","4,543,366",6/5/2023,23:30:54,6/5/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,TIL,419,0,0,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,831","4,543,022",6/5/2023,23:31:43,6/5/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,TIL,"1,305.00",0,0,rpauser
1273105-01,P708 KNUCKLE LBJ ASB,BACKFLSH,"2,467,832","4,543,368",6/5/2023,23:32:33,6/5/2023,535,ASB PROT & PACK,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,yes,3,8921,984,TIL,"1,470.00",0.00255,3.749,rpauser
1273105-01,P708 KNUCKLE LBJ ASB,BACKFLSH,"2,467,833","4,543,368",6/5/2023,23:32:33,6/5/2023,520,ASB BALLJOINT,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,no,3,,984,TIL,"1,470.00",0.00255,3.749,rpauser
22385,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,467,834","4,543,018",6/5/2023,23:33:23,6/5/2023,400,"MACHINE,THREAD,","1,628",P3 BALL STUD RGH MACH'G,"7,429",BMW Stud Mach/Ind Hrdn,yes,3,8921,984,TIL,"2,194.00",0.00883,19.373,rpauser
1682199,G05 FLCA MACH'D LH,BACKFLSH,"2,467,835","4,543,024",6/5/2023,23:34:13,6/5/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,3,8921,984,TIL,424,0.01006,4.265,rpauser
1682199,G05 FLCA MACH'D LH,BACKFLSH,"2,467,836","4,543,024",6/5/2023,23:34:13,6/5/2023,399,MACH'G LBR,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,3,,984,TIL,424,0.00503,2.133,rpauser
1682200,G05 FLCA MACH'D RH,BACKFLSH,"2,467,837","4,543,025",6/5/2023,23:35:02,6/5/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,3,8921,984,TIL,424,0.01006,4.265,rpauser
1682200,G05 FLCA MACH'D RH,BACKFLSH,"2,467,838","4,543,025",6/5/2023,23:35:02,6/5/2023,399,MACH'G LBR,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,3,,984,TIL,424,0.00503,2.133,rpauser
1652273,G05 FLTA MACH'D LH,BACKFLSH,"2,467,839","4,543,026",6/5/2023,23:35:52,6/5/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,3,8921,984,TIL,428,0.00836,3.578,rpauser
1652273,G05 FLTA MACH'D LH,BACKFLSH,"2,467,840","4,543,026",6/5/2023,23:35:52,6/5/2023,399,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,3,,984,TIL,428,0.00418,1.789,rpauser
1652274,G05 FLTA MACH'D RH,BACKFLSH,"2,467,841","4,543,027",6/5/2023,23:36:42,6/5/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,3,8921,984,TIL,428,0.00836,3.578,rpauser
1652274,G05 FLTA MACH'D RH,BACKFLSH,"2,467,842","4,543,027",6/5/2023,23:36:42,6/5/2023,399,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,3,,984,TIL,428,0.00418,1.789,rpauser
1662013,780B KNCKLE BRKT MACH RH,BACKFLSH,"2,467,843","4,543,028",6/5/2023,23:37:32,6/5/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,87,0.01196,1.041,rpauser
1662014,780B KNCKLE BRKT MACH LH,BACKFLSH,"2,467,844","4,543,029",6/5/2023,23:38:22,6/5/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,90,0.01196,1.076,rpauser
1662013,780B KNCKLE BRKT MACH RH,BACKFLSH,"2,467,845","4,543,028",6/5/2023,23:39:12,6/5/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,60,0.01196,0.718,rpauser
1662014,780B KNCKLE BRKT MACH LH,BACKFLSH,"2,467,846","4,543,029",6/5/2023,23:40:03,6/5/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,63,0.01196,0.753,rpauser
1672197,BR167 FUCA LH MACH SHELL,BACKFLSH,"2,467,847","4,543,030",6/5/2023,23:40:52,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,376,0.00779,2.929,rpauser
1672198,BR167 FUCA RH MACH SHELL,BACKFLSH,"2,467,848","4,543,031",6/5/2023,23:41:43,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,372,0.00779,2.898,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,467,849","4,543,032",6/5/2023,23:42:32,6/5/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,382,0.00779,2.976,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,467,850","4,543,032",6/5/2023,23:42:33,6/5/2023,499,LABOUR-2nd OPER,"3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,no,3,,984,TIL,382,0.00779,2.976,rpauser
1673198,BR167 FUCA RH,BACKFLSH,"2,467,851","4,543,033",6/5/2023,23:43:22,6/5/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,373,0.00779,2.906,rpauser
1673198,BR167 FUCA RH,BACKFLSH,"2,467,852","4,543,033",6/5/2023,23:43:22,6/5/2023,499,LABOUR-2nd OPER,"3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,no,3,,984,TIL,373,0.00779,2.906,rpauser
1652271,BR167 RUTA M/C SHELL,BACKFLSH,"2,467,853","4,543,034",6/5/2023,23:44:12,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,"1,032.00",0,0,rpauser
1653271,BR167 RUTA ASSY LH,BACKFLSH,"2,467,854","4,543,035",6/5/2023,23:45:02,6/5/2023,500,ASB BUSHINGS & PACK,"3,654",P3 BUSHING ASB,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,1,0.00756,0.008,rpauser
1653285,BR167 AMG RUTA ASSY LH,BACKFLSH,"2,467,855","4,544,103",6/5/2023,23:45:52,6/5/2023,500,ASB BUSHINGS & PACK,"3,654",P3 BUSHING ASB,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,499,0.00756,3.772,rpauser
1653286,BR167 AMG RUTA ASSY RH,BACKFLSH,"2,467,856","4,544,104",6/5/2023,23:46:42,6/5/2023,500,ASB BUSHINGS & PACK,"3,654",P3 BUSHING ASB,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,524,0.00756,3.961,rpauser
1653297-04,G05 FLTA ASSEMBLY LH,BACKFLSH,"2,467,857","4,543,414",6/5/2023,23:47:33,6/5/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,3,8921,984,TIL,512,0.005,2.56,rpauser
1653297-04,G05 FLTA ASSEMBLY LH,BACKFLSH,"2,467,858","4,543,414",6/5/2023,23:47:33,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,3,,984,TIL,512,0,0,rpauser
1653297-04,G05 FLTA ASSEMBLY LH,BACKFLSH,"2,467,859","4,543,414",6/5/2023,23:47:33,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,3,,984,TIL,512,0.005,2.56,rpauser
1653297-04,G05 FLTA ASSEMBLY LH,BACKFLSH,"2,467,860","4,543,414",6/5/2023,23:47:33,6/5/2023,"13,499","ASB BUSHING, PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,3,,984,TIL,512,0.005,2.56,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,467,861","4,543,036",6/5/2023,23:48:23,6/5/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,3,8921,984,TIL,802,0.005,4.01,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,467,862","4,543,036",6/5/2023,23:48:23,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,3,,984,TIL,802,0,0,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,467,863","4,543,036",6/5/2023,23:48:23,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,3,,984,TIL,802,0.005,4.01,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,467,864","4,543,036",6/5/2023,23:48:23,6/5/2023,"13,499","ASB BUSHING, PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,3,,984,TIL,802,0.005,4.01,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,467,865","4,543,037",6/5/2023,23:49:13,6/5/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,3,8921,984,TIL,169,0.005,0.845,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,467,866","4,543,037",6/5/2023,23:49:13,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,3,,984,TIL,169,0,0,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,467,867","4,543,037",6/5/2023,23:49:13,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,3,,984,TIL,169,0.005,0.845,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,467,868","4,543,037",6/5/2023,23:49:13,6/5/2023,"13,499","ASB BUSHINGS,PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,3,,984,TIL,169,0.005,0.845,rpauser
1663013,780B KNUCKLE BRKT ASB RH,BACKFLSH,"2,467,869","4,543,038",6/5/2023,23:50:04,6/5/2023,500,ASB BUSHING & PACK,"3,657",P3 TAPER INSERT ASB,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,235,0.00415,0.975,rpauser
1663014,780B KNUCKLE BRKT ASB LH,BACKFLSH,"2,467,870","4,543,039",6/5/2023,23:50:54,6/5/2023,500,ASB BUSHING & PACK,"3,657",P3 TAPER INSERT ASB,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,228,0.00415,0.946,rpauser
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,469,248","4,543,601",6/7/2023,15:42:51,6/5/2023,"13,499","ASB BUSHINGS,PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,,tb,984,TIL,1,0.005,0.005,shelleyj
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,469,249","4,543,601",6/7/2023,15:42:51,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,,,984,TIL,1,0,0,shelleyj
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,469,250","4,543,601",6/7/2023,15:42:51,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,,,984,TIL,1,0.005,0.005,shelleyj
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,469,255","4,543,036",6/7/2023,15:44:09,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,,tb,984,TIL,1,0.005,0.005,shelleyj
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,469,256","4,543,036",6/7/2023,15:44:09,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,,,984,TIL,1,0,0,shelleyj
23399,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,266","4,543,366",6/7/2023,15:50:16,6/5/2023,400,ROUGH MACH,"1,637",P3 STUD DOOSAN MACH,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,32,0.0059,0.189,shelleyj
23399,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,267","4,543,366",6/7/2023,15:50:24,6/5/2023,400,ROUGH MACH,"1,637",P3 STUD DOOSAN MACH,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,2,0.0059,0.012,shelleyj
23399,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,268","4,543,366",6/7/2023,15:50:31,6/5/2023,400,ROUGH MACH,"1,637",P3 STUD DOOSAN MACH,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,24,0.0059,0.142,shelleyj
23399,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,270","4,543,366",6/7/2023,15:50:38,6/5/2023,400,ROUGH MACH,"1,637",P3 STUD DOOSAN MACH,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,11,0.0059,0.065,shelleyj
22397,P708 TBR BJ STUD MACH'D,BACKFLSH,"2,469,273","4,544,151",6/7/2023,15:51:43,6/5/2023,400,MACHINE COMPLETE,"1,637",P3 STUD DOOSAN MACH,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,til,6,0.00537,0.032,shelleyj
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,285","4,543,022",6/7/2023,15:54:06,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,8,0.00546,0.044,shelleyj
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,286","4,543,367",6/7/2023,15:54:18,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,14,0.00656,0.092,shelleyj
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,287","4,543,367",6/7/2023,15:54:25,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,12,0.00656,0.079,shelleyj
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,288","4,543,367",6/7/2023,15:54:31,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,15,0.00656,0.098,shelleyj
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,289","4,543,367",6/7/2023,15:54:42,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,5,0.00656,0.033,shelleyj
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,294","4,543,367",6/7/2023,15:54:48,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,11,0.00656,0.072,shelleyj
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,295","4,543,367",6/7/2023,15:54:56,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,,tb,984,TIL,1,0.00656,0.007,shelleyj
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,469,315","4,543,601",6/7/2023,16:01:01,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,,tb,984,TIL,9,0.005,0.045,shelleyj
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,469,316","4,543,601",6/7/2023,16:01:01,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,,,984,TIL,9,0,0,shelleyj
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,317","4,543,037",6/7/2023,16:01:51,6/5/2023,"13,499","ASB BUSHINGS,PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,,tb,984,TIL,3,0.005,0.015,shelleyj
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,318","4,543,037",6/7/2023,16:01:51,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,,,984,TIL,3,0,0,shelleyj
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,319","4,543,037",6/7/2023,16:01:51,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,,,984,TIL,3,0.005,0.015,shelleyj
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,320","4,543,037",6/7/2023,16:04:04,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,,tb,984,TIL,2,0.005,0.01,shelleyj
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,321","4,543,037",6/7/2023,16:04:04,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,,,984,TIL,2,0,0,shelleyj
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,322","4,543,037",6/7/2023,16:04:29,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,429",BMW Stud Mach/Ind Hrdn,no,,tb,984,TIL,2,0.005,0.01,shelleyj
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,323","4,543,037",6/7/2023,16:04:29,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,,,984,TIL,2,0,0,shelleyj
1653297-04,G05 FLTA ASSEMBLY LH,BACKFLSH,"2,469,324","4,543,414",6/7/2023,16:05:42,6/5/2023,"13,499","ASB BUSHING, PROT","3,564",P3 BUSHING PRESS - BMW,"7,202",BMW F15 STL MACH'G,no,,tb,984,TIL,1,0.005,0.005,shelleyj
